customer_id,signup_date,plan,region,acquisition_channel
2496,2024-10-29,Premium,South,Paid Search
2497,2024-06-11,Basic,North,Social Ads
2498,2024-01-19,Basic,North,Paid Search
2499,2025-01-04,Premium,West,Social Ads
2500,2024-09-20,Basic,Central,Paid Search
2501,2024-04-22,Standard,East,Partnership
2502,2025-05-02,Standard,East,Organic
2503,2024-11-22,Premium,West,Paid Search
2504,2024-03-05,Basic,West,Organic
2505,2024-10-18,Basic,East,Organic
2506,2024-01-25,Standard,South,Organic
2507,2024-01-01,Premium,South,Organic
2508,2024-05-20,Basic,Central,Partnership
2509,2024-07-06,Basic,East,Referral
2510,2024-05-07,Standard,East,Organic
2511,2024-07-19,Premium,East,Social Ads
2512,2024-05-06,Premium,East,Paid Search
2513,2024-09-13,Premium,West,Social Ads
2514,2024-07-12,Basic,North,Paid Search
2515,2024-04-13,Basic,East,Organic
2516,2024-09-21,Standard,North,Social Ads
2517,2025-01-18,Premium,South,Social Ads
2518,2024-09-16,Basic,Central,Paid Search
2519,2025-02-17,Basic,South,Referral
2520,2024-12-23,Standard,East,Referral
2521,2024-03-15,Basic,South,Paid Search
2522,2024-12-20,Basic,West,Paid Search
2523,2024-07-06,Standard,North,Partnership
2524,2024-10-16,Standard,East,Organic
2525,2024-02-14,Standard,West,Organic
2526,2024-03-23,Basic,North,Organic
2527,2024-05-02,Standard,West,Referral
2528,2024-12-23,Standard,South,Social Ads
2529,2024-03-06,Standard,East,Organic
2530,2025-01-09,Standard,South,Partnership
2531,2024-06-10,Basic,Central,Social Ads
2532,2025-01-14,Basic,East,Referral
2533,2024-12-23,Basic,South,Organic
2534,2024-07-06,Basic,East,Paid Search
2535,2024-11-17,Standard,North,Social Ads
2536,2025-03-25,Premium,East,Paid Search
2537,2025-04-18,Standard,East,Social Ads
2538,2024-01-13,Standard,North,Social Ads
2539,2024-07-02,Basic,South,Organic
2540,2024-04-20,Basic,East,Referral
2541,2025-05-22,Basic,West,Organic
2542,2024-10-16,Basic,East,Organic
2543,2024-10-21,Basic,South,Organic
2544,2025-03-26,Standard,North,Organic
2545,2024-08-02,Premium,South,Organic
2546,2024-01-27,Basic,Central,Social Ads
2547,2024-08-18,Basic,East,Social Ads
2548,2024-11-16,Standard,East,Organic
2549,2024-08-20,Basic,North,Social Ads
2550,2025-03-12,Premium,East,Organic
2551,2025-02-06,Standard,West,Organic
2552,2024-02-22,Premium,West,Paid Search
2553,2024-11-08,Basic,South,Social Ads
2554,2024-10-07,Standard,North,Social Ads
2555,2024-01-31,Standard,Central,Organic
2556,2024-12-02,Standard,South,Social Ads
2557,2024-07-01,Basic,North,Social Ads
2558,2024-01-23,Basic,North,Partnership
2559,2025-03-21,Standard,South,Organic
2560,2024-03-14,Standard,South,Paid Search
2561,2024-01-10,Premium,East,Paid Search
2562,2025-04-28,Standard,Central,Partnership
2563,2025-03-31,Standard,West,Organic
2564,2024-06-08,Basic,East,Paid Search
2565,2024-01-14,Standard,North,Organic
2566,2024-06-26,Standard,Central,Paid Search
2567,2025-02-15,Premium,Central,Organic
2568,2024-02-22,Premium,South,Organic
2569,2025-02-11,Basic,Central,Paid Search
2570,2024-01-22,Premium,Central,Organic
2571,2024-01-30,Basic,North,Organic
2572,2024-09-16,Basic,East,Organic
2573,2024-07-23,Standard,Central,Organic
2574,2024-02-28,Basic,South,Partnership
2575,2025-04-15,Standard,East,Paid Search
2576,2025-04-10,Basic,South,Social Ads
2577,2024-01-12,Basic,Central,Organic
2578,2024-10-16,Standard,East,Referral
2579,2024-12-19,Standard,Central,Paid Search
2580,2024-03-15,Premium,North,Paid Search
2581,2025-03-16,Standard,East,Paid Search
2582,2024-08-28,Standard,South,Social Ads
2583,2024-06-02,Basic,North,Paid Search
2584,2024-04-05,Basic,West,Organic
2585,2024-10-20,Basic,South,Organic
2586,2024-07-27,Standard,Central,Paid Search
2587,2024-12-08,Standard,South,Paid Search
2588,2024-03-28,Basic,West,Organic
2589,2025-01-24,Standard,South,Organic
2590,2024-11-20,Standard,North,Paid Search
2591,2024-06-05,Basic,South,Social Ads
2592,2024-05-16,Basic,East,Organic
2593,2025-03-03,Premium,West,Organic
2594,2025-03-27,Standard,South,Social Ads
2595,2024-05-20,Premium,West,Social Ads
2596,2024-03-23,Basic,North,Organic
2597,2024-06-25,Premium,East,Referral
2598,2024-07-16,Basic,Central,Paid Search
2599,2025-02-24,Basic,South,Paid Search
2600,2025-02-04,Premium,North,Partnership
2601,2025-04-15,Basic,West,Referral
2602,2024-08-05,Standard,West,Organic
2603,2024-06-23,Basic,North,Organic
2604,2024-01-23,Standard,South,Organic
2605,2024-08-22,Premium,Central,Organic
2606,2024-01-13,Basic,South,Organic
2607,2024-04-10,Standard,East,Organic
2608,2025-03-27,Basic,South,Referral
2609,2025-03-06,Standard,East,Referral
2610,2024-10-19,Basic,West,Paid Search
2611,2024-04-10,Basic,East,Paid Search
2612,2025-05-16,Basic,Central,Organic
2613,2024-10-30,Basic,North,Organic
2614,2024-12-20,Premium,East,Organic
2615,2024-10-29,Basic,South,Social Ads
2616,2025-05-10,Basic,East,Organic
2617,2024-08-14,Basic,West,Referral
2618,2024-08-23,Basic,East,Social Ads
2619,2025-03-30,Standard,Central,Organic
2620,2024-01-13,Premium,East,Organic
2621,2024-07-28,Basic,Central,Paid Search
2622,2025-01-31,Premium,South,Referral
2623,2024-04-09,Standard,West,Social Ads
2624,2024-01-31,Basic,North,Organic
2625,2024-11-24,Standard,South,Paid Search
2626,2024-06-14,Standard,South,Organic
2627,2025-04-03,Standard,North,Partnership
2628,2024-04-09,Premium,East,Social Ads
2629,2024-06-21,Basic,East,Paid Search
2630,2024-06-10,Premium,East,Organic
2631,2024-09-19,Standard,West,Paid Search
2632,2024-09-30,Standard,South,Organic
2633,2024-01-03,Standard,Central,Organic
2634,2024-01-28,Basic,North,Organic
2635,2024-11-21,Premium,South,Referral
2636,2024-05-28,Standard,East,Paid Search
2637,2025-05-02,Basic,North,Organic
2638,2025-03-13,Basic,Central,Referral
2639,2024-03-05,Standard,South,Organic
2640,2024-12-21,Basic,South,Organic
2641,2024-09-08,Basic,West,Organic
2642,2024-08-22,Standard,South,Paid Search
2643,2024-08-14,Basic,South,Paid Search
2644,2024-11-08,Basic,Central,Paid Search
2645,2024-02-18,Basic,Central,Social Ads
2646,2024-04-27,Basic,North,Organic
2647,2024-02-23,Standard,East,Social Ads
2648,2024-02-13,Standard,Central,Organic
2649,2024-02-22,Basic,North,Social Ads
2650,2024-04-11,Basic,South,Social Ads
2651,2025-02-01,Standard,North,Social Ads
2652,2024-05-17,Basic,North,Paid Search
2653,2025-01-21,Basic,North,Social Ads
2654,2024-04-20,Basic,North,Organic
2655,2024-01-17,Premium,Central,Referral
2656,2024-06-30,Standard,East,Organic
2657,2024-06-19,Standard,North,Organic
2658,2025-02-12,Standard,West,Paid Search
2659,2025-01-12,Standard,South,Social Ads
2660,2024-07-06,Standard,South,Organic
2661,2024-08-17,Standard,South,Referral
2662,2024-04-28,Basic,South,Partnership
2663,2024-06-04,Standard,South,Paid Search
2664,2025-04-09,Standard,North,Paid Search
2665,2024-04-13,Standard,East,Social Ads
2666,2025-05-16,Basic,West,Organic
2667,2024-06-23,Basic,Central,Paid Search
2668,2025-02-24,Standard,West,Referral
2669,2024-05-13,Standard,Central,Partnership
2670,2025-01-25,Premium,Central,Referral
2671,2025-05-15,Basic,West,Organic
2672,2024-02-02,Standard,North,Organic
2673,2024-02-24,Standard,South,Organic
2674,2024-01-12,Premium,North,Organic
2675,2025-01-07,Standard,South,Organic
2676,2025-04-28,Standard,East,Organic
2677,2024-08-15,Standard,Central,Paid Search
2678,2024-11-02,Standard,West,Social Ads
2679,2025-04-01,Premium,East,Social Ads
2680,2024-06-08,Basic,South,Social Ads
2681,2024-11-26,Basic,North,Organic
2682,2024-08-12,Premium,West,Organic
2683,2025-05-18,Standard,Central,Social Ads
2684,2025-03-31,Standard,East,Paid Search
2685,2024-02-14,Standard,Central,Paid Search
2686,2024-08-01,Basic,South,Organic
2687,2024-02-28,Standard,Central,Organic
2688,2024-07-13,Standard,North,Social Ads
2689,2025-05-03,Basic,East,Referral
2690,2024-06-05,Basic,East,Referral
2691,2024-08-13,Premium,North,Paid Search
2692,2025-02-15,Basic,Central,Paid Search
2693,2024-07-23,Premium,North,Referral
2694,2024-03-19,Basic,West,Paid Search
2695,2024-05-03,Standard,North,Paid Search
2696,2025-04-15,Premium,Central,Referral
2697,2024-08-05,Standard,North,Social Ads
2698,2025-05-30,Basic,South,Referral
2699,2024-04-13,Standard,North,Organic
2700,2025-01-27,Basic,North,Paid Search
2701,2025-03-09,Basic,Central,Referral
2702,2024-11-26,Premium,West,Organic
2703,2024-05-22,Standard,West,Social Ads
2704,2024-10-04,Standard,Central,Organic
2705,2024-08-20,Basic,Central,Social Ads
2706,2024-03-30,Basic,Central,Paid Search
2707,2025-05-06,Basic,South,Organic
2708,2024-07-17,Standard,East,Paid Search
2709,2024-12-27,Standard,North,Social Ads
2710,2025-03-16,Standard,Central,Social Ads
2711,2024-01-26,Premium,Central,Organic
2712,2024-01-25,Basic,Central,Referral
2713,2025-01-28,Basic,West,Paid Search
2714,2025-05-21,Basic,Central,Paid Search
2715,2024-10-27,Basic,North,Organic
2716,2024-12-04,Basic,Central,Referral
2717,2024-09-23,Premium,North,Organic
2718,2025-04-05,Basic,South,Paid Search
2719,2025-03-31,Premium,East,Social Ads
2720,2024-12-25,Basic,West,Organic
2721,2024-03-08,Premium,North,Paid Search
2722,2025-02-15,Standard,South,Organic
2723,2025-05-05,Premium,East,Social Ads
2724,2024-02-18,Basic,East,Paid Search
2725,2024-04-11,Standard,East,Referral
2726,2024-08-03,Premium,North,Referral
2727,2025-03-13,Basic,South,Social Ads
2728,2024-06-07,Basic,Central,Social Ads
2729,2025-05-03,Basic,South,Paid Search
2730,2024-08-29,Premium,South,Organic
2731,2024-01-05,Standard,South,Social Ads
2732,2024-12-26,Standard,North,Referral
2733,2025-04-03,Basic,North,Organic
2734,2024-09-04,Basic,North,Organic
2735,2025-02-25,Premium,South,Organic
2736,2024-01-15,Basic,North,Organic
2737,2024-05-01,Standard,East,Organic
2738,2024-10-03,Premium,North,Paid Search
2739,2025-03-28,Basic,West,Paid Search
2740,2025-01-24,Standard,North,Paid Search
2741,2024-10-20,Basic,North,Organic
2742,2025-03-21,Standard,North,Paid Search
2743,2024-07-28,Basic,North,Referral
2744,2024-10-28,Standard,West,Partnership
2745,2024-08-10,Basic,Central,Paid Search
2746,2024-01-03,Standard,North,Organic
2747,2025-06-01,Standard,East,Partnership
2748,2024-04-02,Basic,West,Social Ads
2749,2025-03-03,Standard,Central,Organic
2750,2025-05-07,Basic,North,Organic
2751,2024-08-22,Standard,Central,Organic
2752,2024-06-09,Basic,East,Organic
2753,2024-11-26,Standard,West,Organic
2754,2024-11-28,Basic,West,Referral
2755,2024-02-19,Basic,Central,Paid Search
2756,2025-05-06,Basic,North,Social Ads
2757,2024-09-28,Standard,South,Social Ads
2758,2024-09-08,Basic,West,Social Ads
2759,2024-03-30,Premium,South,Referral
2760,2025-03-21,Premium,West,Partnership
2761,2024-11-27,Basic,North,Organic
2762,2024-05-18,Standard,North,Partnership
2763,2024-12-22,Basic,West,Social Ads
2764,2024-09-30,Basic,Central,Organic
2765,2024-01-19,Standard,North,Social Ads
2766,2024-11-06,Standard,North,Social Ads
2767,2024-06-02,Standard,East,Referral
2768,2025-01-24,Basic,North,Organic
2769,2024-09-16,Basic,East,Paid Search
2770,2024-05-04,Basic,North,Organic
2771,2024-12-19,Standard,North,Organic
2772,2024-09-29,Standard,Central,Organic
2773,2024-09-01,Standard,Central,Paid Search
2774,2025-03-25,Basic,North,Social Ads
2775,2024-09-03,Basic,West,Organic
2776,2024-05-20,Basic,West,Paid Search
2777,2024-12-27,Basic,North,Organic
2778,2024-01-08,Basic,West,Organic
2779,2025-04-22,Premium,North,Paid Search
2780,2024-12-17,Premium,Central,Organic
2781,2025-05-09,Standard,South,Paid Search
2782,2025-03-02,Standard,East,Organic
2783,2024-02-08,Basic,West,Organic
2784,2024-07-05,Premium,West,Paid Search
2785,2024-04-02,Basic,Central,Paid Search
2786,2024-03-26,Premium,West,Organic
2787,2024-02-13,Standard,North,Paid Search
2788,2024-05-16,Basic,North,Referral
2789,2025-02-24,Premium,South,Social Ads
2790,2024-03-14,Basic,South,Organic
2791,2025-05-26,Standard,South,Paid Search
2792,2024-06-04,Standard,North,Social Ads
2793,2024-09-11,Basic,South,Organic
2794,2024-06-19,Basic,South,Referral
2795,2024-06-18,Standard,North,Referral
2796,2024-11-17,Standard,Central,Referral
2797,2025-03-31,Basic,West,Social Ads
2798,2024-06-03,Premium,East,Social Ads
2799,2024-12-14,Basic,North,Social Ads
2800,2025-03-26,Basic,North,Social Ads
2801,2024-06-21,Basic,East,Social Ads
2802,2024-01-10,Basic,East,Social Ads
2803,2024-09-21,Basic,South,Organic
2804,2025-03-13,Premium,East,Organic
2805,2024-09-03,Basic,West,Referral
2806,2025-05-13,Basic,West,Organic
2807,2024-05-08,Basic,West,Social Ads
2808,2024-11-22,Standard,West,Partnership
2809,2025-02-07,Premium,West,Social Ads
2810,2024-12-24,Basic,South,Partnership
2811,2024-01-17,Basic,North,Social Ads
2812,2024-09-30,Basic,East,Organic
2813,2024-04-25,Basic,North,Social Ads
2814,2024-03-31,Basic,East,Organic
2815,2024-03-22,Basic,South,Organic
2816,2024-11-19,Basic,South,Organic
2817,2024-04-23,Standard,Central,Organic
2818,2024-02-27,Basic,Central,Organic
2819,2024-06-02,Premium,South,Organic
2820,2025-02-07,Premium,South,Social Ads
2821,2024-09-22,Standard,East,Social Ads
2822,2024-11-10,Basic,South,Organic
2823,2024-02-10,Basic,North,Organic
2824,2024-04-14,Basic,East,Social Ads
2825,2024-07-11,Standard,South,Social Ads
2826,2025-02-04,Standard,East,Referral
2827,2024-10-04,Premium,East,Organic
2828,2024-12-19,Premium,West,Referral
2829,2024-09-12,Basic,Central,Paid Search
2830,2024-04-08,Standard,East,Paid Search
2831,2024-10-08,Basic,East,Organic
2832,2025-02-06,Basic,West,Organic
2833,2024-04-18,Basic,South,Organic
2834,2024-07-17,Basic,East,Organic
2835,2024-10-29,Premium,West,Paid Search
2836,2024-11-22,Basic,North,Social Ads
2837,2024-06-02,Standard,West,Social Ads
2838,2025-02-08,Standard,Central,Paid Search
2839,2025-04-06,Standard,Central,Paid Search
2840,2024-05-11,Basic,South,Organic
2841,2024-03-24,Premium,South,Partnership
2842,2025-02-02,Standard,Central,Paid Search
2843,2024-04-18,Basic,Central,Organic
2844,2024-08-08,Basic,East,Organic
2845,2025-01-02,Standard,Central,Paid Search
2846,2024-05-26,Premium,South,Paid Search
2847,2024-04-21,Standard,Central,Organic
2848,2025-05-08,Premium,South,Referral
2849,2025-05-19,Standard,North,Social Ads
2850,2025-04-19,Basic,Central,Social Ads
2851,2024-09-27,Basic,South,Organic
2852,2025-02-24,Basic,West,Organic
2853,2025-01-01,Standard,East,Referral
2854,2024-10-06,Standard,South,Referral
2855,2024-10-09,Basic,Central,Organic
2856,2024-02-09,Standard,Central,Organic
2857,2024-07-07,Basic,North,Organic
2858,2024-06-12,Basic,West,Organic
2859,2024-01-04,Basic,South,Social Ads
2860,2024-10-16,Basic,West,Partnership
2861,2025-03-08,Basic,North,Organic
2862,2025-04-15,Basic,East,Organic
2863,2024-06-29,Basic,West,Referral
2864,2024-09-04,Basic,North,Organic
2865,2024-10-05,Standard,South,Partnership
2866,2024-09-10,Basic,East,Social Ads
2867,2024-06-29,Premium,Central,Referral
2868,2025-05-23,Basic,North,Organic
2869,2024-11-21,Basic,Central,Organic
2870,2024-12-22,Basic,East,Paid Search
2871,2025-01-25,Basic,North,Paid Search
2872,2024-03-25,Premium,North,Organic
2873,2024-11-12,Basic,East,Partnership
2874,2024-07-30,Premium,South,Social Ads
2875,2025-05-29,Premium,North,Social Ads
2876,2025-01-18,Standard,East,Organic
2877,2024-12-07,Standard,West,Social Ads
2878,2024-02-07,Standard,Central,Social Ads
2879,2025-05-25,Basic,North,Organic
2880,2025-02-23,Standard,West,Referral
2881,2024-06-17,Basic,North,Organic
2882,2024-12-08,Basic,South,Organic
2883,2024-11-01,Standard,East,Organic
2884,2024-04-21,Standard,North,Social Ads
2885,2025-02-14,Premium,East,Paid Search
2886,2024-07-24,Basic,North,Organic
2887,2024-07-03,Premium,South,Organic
2888,2025-01-16,Basic,South,Organic
2889,2025-05-10,Basic,West,Organic
2890,2025-01-13,Basic,South,Paid Search
2891,2024-02-16,Basic,East,Organic
2892,2025-05-18,Basic,South,Organic
2893,2024-01-22,Standard,North,Referral
2894,2024-07-31,Premium,South,Paid Search
2895,2024-11-05,Basic,East,Social Ads
2896,2024-09-28,Standard,North,Organic
2897,2024-07-20,Premium,West,Organic
2898,2024-02-01,Standard,West,Paid Search
2899,2025-03-18,Standard,West,Organic
2900,2024-06-10,Basic,North,Organic
2901,2024-09-10,Premium,West,Referral
2902,2025-04-24,Standard,South,Referral
2903,2024-01-10,Basic,North,Organic
2904,2025-05-19,Basic,North,Organic
2905,2025-03-11,Premium,North,Partnership
2906,2024-04-20,Basic,Central,Organic
2907,2024-06-01,Premium,East,Social Ads
2908,2024-04-11,Basic,Central,Partnership
2909,2024-07-09,Standard,Central,Partnership
2910,2024-03-21,Basic,Central,Paid Search
2911,2025-05-03,Standard,East,Organic
2912,2024-03-28,Premium,Central,Organic
2913,2024-07-12,Basic,West,Referral
2914,2024-04-13,Standard,North,Referral
2915,2024-04-05,Basic,North,Paid Search
2916,2025-02-26,Basic,South,Social Ads
2917,2024-07-16,Basic,West,Social Ads
2918,2024-01-01,Standard,East,Social Ads
2919,2025-02-10,Basic,North,Social Ads
2920,2025-01-12,Basic,Central,Social Ads
2921,2024-06-15,Basic,South,Paid Search
2922,2025-05-23,Standard,South,Organic
2923,2024-11-08,Standard,North,Social Ads
2924,2025-02-21,Basic,West,Paid Search
2925,2025-04-21,Basic,South,Organic
2926,2024-03-13,Premium,North,Social Ads
2927,2024-05-20,Basic,West,Social Ads
2928,2024-09-18,Premium,North,Referral
2929,2024-12-05,Premium,North,Organic
2930,2024-11-03,Standard,West,Social Ads
2931,2024-09-01,Basic,West,Organic
2932,2025-05-29,Premium,West,Referral
2933,2024-12-02,Standard,North,Organic
2934,2024-03-16,Standard,South,Social Ads
2935,2024-06-23,Basic,East,Social Ads
2936,2024-04-18,Basic,East,Organic
2937,2024-07-01,Basic,North,Partnership
2938,2024-07-10,Standard,North,Referral
2939,2024-03-05,Standard,South,Organic
2940,2025-04-18,Basic,West,Organic
2941,2024-04-09,Standard,North,Organic
2942,2024-05-07,Basic,Central,Organic
2943,2025-03-27,Standard,West,Referral
2944,2025-01-03,Premium,North,Partnership
2945,2024-02-12,Basic,Central,Organic
2946,2025-02-22,Basic,South,Paid Search
2947,2025-05-02,Basic,Central,Paid Search
2948,2024-03-18,Standard,North,Organic
2949,2024-09-26,Standard,East,Organic
2950,2024-11-10,Premium,North,Organic
2951,2024-06-16,Basic,East,Paid Search
2952,2024-12-04,Premium,South,Social Ads
2953,2024-07-11,Basic,South,Social Ads
2954,2025-03-28,Standard,West,Organic
2955,2024-10-09,Basic,West,Social Ads
2956,2024-12-01,Premium,East,Social Ads
2957,2025-01-24,Standard,East,Referral
2958,2024-08-27,Standard,South,Organic
2959,2025-04-27,Premium,Central,Referral
2960,2025-04-02,Basic,East,Referral
2961,2024-03-29,Basic,East,Organic
2962,2024-04-04,Premium,Central,Organic
2963,2025-03-27,Basic,West,Referral
2964,2025-03-03,Basic,West,Social Ads
2965,2024-05-30,Standard,East,Referral
2966,2025-05-28,Standard,West,Social Ads
2967,2025-01-10,Basic,West,Paid Search
2968,2024-01-22,Basic,West,Organic
2969,2024-11-08,Basic,South,Organic
2970,2024-07-24,Basic,North,Partnership
2971,2025-01-09,Premium,East,Organic
2972,2025-03-26,Premium,East,Organic
2973,2024-06-27,Standard,South,Social Ads
2974,2024-07-28,Basic,North,Social Ads
2975,2025-05-14,Premium,North,Organic
2976,2025-04-08,Standard,South,Organic
2977,2024-05-03,Basic,Central,Paid Search
2978,2024-04-22,Premium,Central,Organic
2979,2024-01-12,Standard,North,Social Ads
2980,2024-05-05,Standard,Central,Organic
2981,2024-11-26,Standard,Central,Referral
2982,2024-10-09,Basic,Central,Social Ads
2983,2024-05-19,Basic,North,Social Ads
2984,2025-02-04,Standard,Central,Organic
2985,2024-04-06,Basic,East,Paid Search
2986,2025-05-31,Basic,North,Organic
2987,2024-03-09,Standard,South,Organic
2988,2024-04-27,Standard,Central,Referral
2989,2024-02-28,Standard,West,Paid Search
2990,2024-02-02,Standard,North,Referral
2991,2024-11-13,Premium,South,Organic
2992,2024-02-19,Standard,East,Organic
2993,2025-05-03,Basic,South,Partnership
2994,2024-01-19,Basic,Central,Paid Search
2995,2024-07-15,Basic,West,Paid Search
2996,2025-03-25,Basic,Central,Paid Search
2997,2025-03-27,Basic,South,Organic
2998,2024-10-15,Basic,North,Social Ads
2999,2024-05-20,Standard,West,Organic
3000,2024-03-24,Premium,West,Paid Search
3001,2025-01-25,Basic,South,Paid Search
3002,2024-08-02,Standard,Central,Referral
3003,2024-08-02,Standard,South,Paid Search
3004,2025-02-06,Basic,West,Organic
3005,2024-05-07,Premium,South,Paid Search
3006,2025-04-21,Standard,West,Organic
3007,2025-02-07,Basic,Central,Organic
3008,2024-01-29,Standard,North,Organic
3009,2024-12-03,Basic,North,Paid Search
3010,2024-12-26,Standard,South,Organic
3011,2025-01-26,Basic,West,Paid Search
3012,2024-08-05,Premium,North,Referral
3013,2024-07-20,Basic,West,Social Ads
3014,2024-01-17,Standard,Central,Organic
3015,2024-11-17,Basic,South,Organic
3016,2025-06-01,Standard,West,Social Ads
3017,2024-11-20,Standard,South,Referral
3018,2025-02-15,Standard,West,Organic
3019,2024-11-13,Standard,West,Social Ads
3020,2024-03-22,Standard,Central,Paid Search
3021,2025-04-18,Premium,South,Paid Search
3022,2025-04-12,Standard,East,Partnership
3023,2025-02-28,Premium,West,Social Ads
3024,2024-07-22,Premium,West,Referral
3025,2025-01-21,Basic,North,Organic
3026,2024-04-07,Basic,South,Paid Search
3027,2024-12-10,Basic,East,Paid Search
3028,2024-07-26,Premium,Central,Organic
3029,2025-05-28,Basic,East,Paid Search
3030,2024-06-14,Standard,Central,Organic
3031,2024-01-22,Premium,East,Organic
3032,2024-06-02,Basic,East,Organic
3033,2025-03-14,Standard,South,Social Ads
3034,2024-10-21,Basic,North,Referral
3035,2024-08-06,Basic,East,Paid Search
3036,2025-05-09,Standard,West,Social Ads
3037,2024-08-17,Basic,West,Organic
3038,2024-01-20,Basic,West,Referral
3039,2024-05-27,Premium,North,Paid Search
3040,2024-04-17,Basic,East,Social Ads
3041,2025-02-06,Premium,Central,Social Ads
3042,2025-04-27,Premium,Central,Organic
3043,2025-01-01,Basic,South,Paid Search
3044,2025-02-17,Basic,North,Partnership
3045,2024-11-04,Standard,East,Organic
3046,2024-05-13,Standard,West,Social Ads
3047,2024-10-09,Basic,North,Partnership
3048,2024-03-13,Standard,North,Organic
3049,2025-04-25,Basic,East,Referral
3050,2024-12-17,Premium,South,Referral
3051,2024-11-21,Basic,South,Social Ads
3052,2025-03-18,Basic,South,Organic
3053,2024-04-09,Basic,West,Organic
3054,2024-02-28,Premium,West,Organic
3055,2025-05-22,Standard,East,Referral
3056,2024-09-14,Premium,South,Referral
3057,2025-02-16,Basic,East,Social Ads
3058,2025-03-27,Basic,South,Organic
3059,2024-03-05,Basic,North,Organic
3060,2024-06-02,Standard,Central,Social Ads
3061,2024-09-22,Standard,Central,Social Ads
3062,2024-03-19,Standard,South,Referral
3063,2024-11-10,Basic,East,Social Ads
3064,2024-09-04,Premium,West,Social Ads
3065,2025-02-17,Basic,South,Social Ads
3066,2024-01-25,Premium,South,Social Ads
3067,2024-10-10,Basic,West,Organic
3068,2025-03-24,Standard,South,Referral
3069,2024-10-27,Basic,North,Social Ads
3070,2024-03-08,Basic,West,Organic
3071,2024-01-07,Standard,North,Organic
3072,2024-05-16,Basic,Central,Organic
3073,2024-06-12,Basic,West,Paid Search
3074,2024-03-23,Standard,West,Organic
3075,2025-02-23,Standard,East,Organic
3076,2024-03-13,Premium,East,Paid Search
3077,2024-08-24,Basic,West,Organic
3078,2024-02-15,Standard,Central,Social Ads
3079,2024-09-18,Standard,South,Paid Search
3080,2024-06-24,Basic,East,Paid Search
3081,2024-06-14,Standard,Central,Organic
3082,2025-01-04,Basic,Central,Organic
3083,2024-02-23,Basic,East,Organic
3084,2025-02-22,Basic,South,Social Ads
3085,2025-05-21,Basic,East,Social Ads
3086,2024-12-06,Standard,Central,Organic
3087,2024-05-06,Standard,North,Paid Search
3088,2025-02-12,Premium,East,Organic
3089,2025-01-01,Standard,Central,Partnership
3090,2024-09-27,Basic,East,Partnership
3091,2025-01-13,Premium,Central,Paid Search
3092,2024-03-13,Premium,South,Social Ads
3093,2024-09-04,Basic,Central,Social Ads
3094,2024-02-12,Standard,West,Social Ads
3095,2025-01-11,Premium,North,Social Ads
3096,2024-02-10,Standard,Central,Partnership
3097,2024-06-18,Premium,East,Paid Search
3098,2024-07-30,Basic,East,Social Ads
3099,2025-05-07,Basic,Central,Referral
3100,2024-02-08,Basic,West,Social Ads
3101,2025-01-03,Standard,Central,Social Ads
3102,2024-05-30,Premium,South,Organic
3103,2024-04-20,Premium,West,Organic
3104,2025-04-24,Basic,Central,Organic
3105,2025-03-11,Basic,North,Paid Search
3106,2024-02-16,Premium,West,Paid Search
3107,2024-12-31,Standard,Central,Partnership
3108,2024-03-09,Basic,North,Paid Search
3109,2024-10-25,Standard,Central,Social Ads
3110,2024-10-22,Standard,South,Organic
3111,2024-07-21,Standard,East,Referral
3112,2024-03-01,Standard,Central,Paid Search
3113,2024-11-09,Basic,West,Social Ads
3114,2024-06-09,Premium,Central,Organic
3115,2024-11-26,Standard,Central,Paid Search
3116,2024-12-03,Basic,Central,Social Ads
3117,2024-10-30,Basic,Central,Paid Search
3118,2025-05-17,Standard,West,Referral
3119,2024-12-03,Basic,West,Referral
3120,2024-10-01,Basic,Central,Partnership
3121,2024-06-12,Standard,East,Social Ads
3122,2025-03-18,Basic,Central,Partnership
3123,2024-11-14,Standard,West,Referral
3124,2025-05-18,Basic,South,Organic
3125,2025-01-21,Standard,Central,Organic
3126,2025-05-08,Basic,Central,Organic
3127,2025-05-04,Basic,Central,Organic
3128,2024-03-13,Basic,Central,Organic
3129,2025-05-23,Premium,North,Organic
3130,2025-01-24,Premium,Central,Social Ads
3131,2024-10-21,Basic,West,Organic
3132,2025-01-03,Standard,West,Organic
3133,2024-07-05,Standard,North,Social Ads
3134,2025-03-20,Premium,Central,Referral
3135,2024-12-28,Basic,East,Partnership
3136,2024-05-02,Standard,Central,Social Ads
3137,2024-07-06,Basic,West,Paid Search
3138,2025-02-23,Basic,South,Organic
3139,2024-09-08,Premium,South,Organic
3140,2024-11-30,Standard,East,Organic
3141,2024-04-01,Basic,Central,Organic
3142,2024-03-03,Basic,North,Partnership
3143,2025-05-26,Standard,Central,Organic
3144,2024-05-18,Standard,East,Organic
3145,2024-07-03,Basic,East,Organic
3146,2024-07-23,Premium,East,Social Ads
3147,2024-08-01,Basic,South,Organic
3148,2024-09-12,Basic,Central,Paid Search
3149,2024-05-14,Premium,Central,Organic
3150,2024-03-28,Basic,North,Organic
3151,2024-07-25,Basic,East,Organic
3152,2024-05-08,Standard,East,Paid Search
3153,2024-01-03,Premium,West,Organic
3154,2024-04-30,Basic,West,Social Ads
3155,2025-01-19,Premium,South,Paid Search
3156,2024-02-07,Standard,Central,Social Ads
3157,2024-12-06,Basic,North,Organic
