transaction_id,customer_id,amount,date
T07709,CUST0121,81.89,2021-11-18 04:00:00
T07710,CUST0298,236.02,2021-11-18 05:00:00
T07711,CUST0466,7.24,2021-11-18 06:00:00
T07712,CUST0054,167.84,2021-11-18 07:00:00
T07713,CUST0331,45.96,2021-11-18 08:00:00
T07714,CUST0272,83.9,2021-11-18 09:00:00
T07715,CUST0241,52.52,2021-11-18 10:00:00
T07716,CUST0243,42.2,2021-11-18 11:00:00
T07717,CUST0018,60.81,2021-11-18 12:00:00
T07718,CUST0483,19.3,2021-11-18 13:00:00
T07719,CUST0187,129.03,2021-11-18 14:00:00
T07720,CUST0346,6.12,2021-11-18 15:00:00
T07721,CUST0144,19.14,2021-11-18 16:00:00
T07722,CUST0262,1.58,2021-11-18 17:00:00
T07723,CUST0441,15.83,2021-11-18 18:00:00
T07724,CUST0364,12.31,2021-11-18 19:00:00
T07725,CUST0491,2.55,2021-11-18 20:00:00
T07726,CUST0431,33.84,2021-11-18 21:00:00
T07727,CUST0239,31.62,2021-11-18 22:00:00
T07728,CUST0304,4.05,2021-11-18 23:00:00
T07729,CUST0298,15.18,2021-11-19 00:00:00
T07730,CUST0076,153.22,2021-11-19 01:00:00
T07731,CUST0188,5.87,2021-11-19 02:00:00
T07732,CUST0333,18.19,2021-11-19 03:00:00
T07733,CUST0388,1.83,2021-11-19 04:00:00
T07734,CUST0487,8.06,2021-11-19 05:00:00
T07735,CUST0246,60.1,2021-11-19 06:00:00
T07736,CUST0130,22.84,2021-11-19 07:00:00
T07737,CUST0474,30.08,2021-11-19 08:00:00
T07738,CUST0315,8.54,2021-11-19 09:00:00
T07739,CUST0411,57.31,2021-11-19 10:00:00
T07740,CUST0283,69.62,2021-11-19 11:00:00
T07741,CUST0079,9.99,2021-11-19 12:00:00
T07742,CUST0072,2.3,2021-11-19 13:00:00
T07743,CUST0263,4.22,2021-11-19 14:00:00
T07744,CUST0191,53.51,2021-11-19 15:00:00
T07745,CUST0367,7.28,2021-11-19 16:00:00
T07746,CUST0375,34.05,2021-11-19 17:00:00
T07747,CUST0430,8.28,2021-11-19 18:00:00
T07748,CUST0063,9.33,2021-11-19 19:00:00
T07749,CUST0488,0.22,2021-11-19 20:00:00
T07750,CUST0380,19.34,2021-11-19 21:00:00
T07751,CUST0012,4.7,2021-11-19 22:00:00
T07752,CUST0141,25.04,2021-11-19 23:00:00
T07753,CUST0254,45.54,2021-11-20 00:00:00
T07754,CUST0043,22.91,2021-11-20 01:00:00
T07755,CUST0017,61.05,2021-11-20 02:00:00
T07756,CUST0063,67.63,2021-11-20 03:00:00
T07757,CUST0253,59.64,2021-11-20 04:00:00
T07758,CUST0465,138.0,2021-11-20 05:00:00
T07759,CUST0376,13.54,2021-11-20 06:00:00
T07760,CUST0292,10.5,2021-11-20 07:00:00
T07761,CUST0469,47.04,2021-11-20 08:00:00
T07762,CUST0008,45.18,2021-11-20 09:00:00
T07763,CUST0325,35.68,2021-11-20 10:00:00
T07764,CUST0090,0.22,2021-11-20 11:00:00
T07765,CUST0208,40.51,2021-11-20 12:00:00
T07766,CUST0292,135.0,2021-11-20 13:00:00
T07767,CUST0284,20.37,2021-11-20 14:00:00
T07768,CUST0118,171.48,2021-11-20 15:00:00
T07769,CUST0349,22.06,2021-11-20 16:00:00
T07770,CUST0175,7.53,2021-11-20 17:00:00
T07771,CUST0076,25.41,2021-11-20 18:00:00
T07772,CUST0101,34.12,2021-11-20 19:00:00
T07773,CUST0414,49.64,2021-11-20 20:00:00
T07774,CUST0151,35.15,2021-11-20 21:00:00
T07775,CUST0400,38.47,2021-11-20 22:00:00
T07776,CUST0270,1.22,2021-11-20 23:00:00
T07777,CUST0458,14.63,2021-11-21 00:00:00
T07778,CUST0071,18.6,2021-11-21 01:00:00
T07779,CUST0493,217.48,2021-11-21 02:00:00
T07780,CUST0180,17.52,2021-11-21 03:00:00
T07781,CUST0124,113.45,2021-11-21 04:00:00
T07782,CUST0381,18.17,2021-11-21 05:00:00
T07783,CUST0293,5.05,2021-11-21 06:00:00
T07784,CUST0285,14.23,2021-11-21 07:00:00
T07785,CUST0195,15.93,2021-11-21 08:00:00
T07786,CUST0399,191.4,2021-11-21 09:00:00
T07787,CUST0228,56.09,2021-11-21 10:00:00
T07788,CUST0431,134.18,2021-11-21 11:00:00
T07789,CUST0430,90.09,2021-11-21 12:00:00
T07790,CUST0436,43.21,2021-11-21 13:00:00
T07791,CUST0275,56.26,2021-11-21 14:00:00
T07792,CUST0461,49.02,2021-11-21 15:00:00
T07793,CUST0106,54.87,2021-11-21 16:00:00
T07794,CUST0021,15.38,2021-11-21 17:00:00
T07795,CUST0064,26.22,2021-11-21 18:00:00
T07796,CUST0165,44.9,2021-11-21 19:00:00
T07797,CUST0027,1.83,2021-11-21 20:00:00
T07798,CUST0311,32.97,2021-11-21 21:00:00
T07799,CUST0500,98.21,2021-11-21 22:00:00
T07800,CUST0285,33.9,2021-11-21 23:00:00
T07801,CUST0148,40.18,2021-11-22 00:00:00
T07802,CUST0281,11.28,2021-11-22 01:00:00
T07803,CUST0326,79.08,2021-11-22 02:00:00
T07804,CUST0319,22.23,2021-11-22 03:00:00
T07805,CUST0164,156.85,2021-11-22 04:00:00
T07806,CUST0386,253.48,2021-11-22 05:00:00
T07807,CUST0406,123.85,2021-11-22 06:00:00
T07808,CUST0224,4.43,2021-11-22 07:00:00
T07809,CUST0272,20.26,2021-11-22 08:00:00
T07810,CUST0146,145.15,2021-11-22 09:00:00
T07811,CUST0453,81.62,2021-11-22 10:00:00
T07812,CUST0438,121.06,2021-11-22 11:00:00
T07813,CUST0356,42.5,2021-11-22 12:00:00
T07814,CUST0030,32.73,2021-11-22 13:00:00
T07815,CUST0045,5.63,2021-11-22 14:00:00
T07816,CUST0275,91.46,2021-11-22 15:00:00
T07817,CUST0471,68.35,2021-11-22 16:00:00
T07818,CUST0034,3.03,2021-11-22 17:00:00
T07819,CUST0141,11.75,2021-11-22 18:00:00
T07820,CUST0427,40.74,2021-11-22 19:00:00
T07821,CUST0318,57.66,2021-11-22 20:00:00
T07822,CUST0374,7.41,2021-11-22 21:00:00
T07823,CUST0221,14.04,2021-11-22 22:00:00
T07824,CUST0356,10.73,2021-11-22 23:00:00
T07825,CUST0022,12.42,2021-11-23 00:00:00
T07826,CUST0180,126.73,2021-11-23 01:00:00
T07827,CUST0436,62.91,2021-11-23 02:00:00
T07828,CUST0367,66.8,2021-11-23 03:00:00
T07829,CUST0420,78.99,2021-11-23 04:00:00
T07830,CUST0329,22.05,2021-11-23 05:00:00
T07831,CUST0231,72.88,2021-11-23 06:00:00
T07832,CUST0499,191.78,2021-11-23 07:00:00
T07833,CUST0403,59.93,2021-11-23 08:00:00
T07834,CUST0038,26.96,2021-11-23 09:00:00
T07835,CUST0070,63.0,2021-11-23 10:00:00
T07836,CUST0116,115.53,2021-11-23 11:00:00
T07837,CUST0239,6.89,2021-11-23 12:00:00
T07838,CUST0335,15.41,2021-11-23 13:00:00
T07839,CUST0441,125.85,2021-11-23 14:00:00
T07840,CUST0148,146.15,2021-11-23 15:00:00
T07841,CUST0009,33.1,2021-11-23 16:00:00
T07842,CUST0288,23.46,2021-11-23 17:00:00
T07843,CUST0388,16.62,2021-11-23 18:00:00
T07844,CUST0050,34.53,2021-11-23 19:00:00
T07845,CUST0338,136.31,2021-11-23 20:00:00
T07846,CUST0005,8.11,2021-11-23 21:00:00
T07847,CUST0404,27.22,2021-11-23 22:00:00
T07848,CUST0343,121.3,2021-11-23 23:00:00
T07849,CUST0126,21.47,2021-11-24 00:00:00
T07850,CUST0075,73.07,2021-11-24 01:00:00
T07851,CUST0165,24.65,2021-11-24 02:00:00
T07852,CUST0278,81.72,2021-11-24 03:00:00
T07853,CUST0442,198.17,2021-11-24 04:00:00
T07854,CUST0324,24.54,2021-11-24 05:00:00
T07855,CUST0477,93.25,2021-11-24 06:00:00
T07856,CUST0300,222.91,2021-11-24 07:00:00
T07857,CUST0290,206.23,2021-11-24 08:00:00
T07858,CUST0077,28.44,2021-11-24 09:00:00
T07859,CUST0298,33.25,2021-11-24 10:00:00
T07860,CUST0137,18.08,2021-11-24 11:00:00
T07861,CUST0106,18.85,2021-11-24 12:00:00
T07862,CUST0095,33.91,2021-11-24 13:00:00
T07863,CUST0135,11.19,2021-11-24 14:00:00
T07864,CUST0068,62.09,2021-11-24 15:00:00
T07865,CUST0147,38.43,2021-11-24 16:00:00
T07866,CUST0490,114.17,2021-11-24 17:00:00
T07867,CUST0478,83.19,2021-11-24 18:00:00
T07868,CUST0159,19.47,2021-11-24 19:00:00
T07869,CUST0384,35.24,2021-11-24 20:00:00
T07870,CUST0163,69.42,2021-11-24 21:00:00
T07871,CUST0441,10.73,2021-11-24 22:00:00
T07872,CUST0341,1.61,2021-11-24 23:00:00
T07873,CUST0189,95.63,2021-11-25 00:00:00
T07874,CUST0415,7.4,2021-11-25 01:00:00
T07875,CUST0339,110.1,2021-11-25 02:00:00
T07876,CUST0095,122.44,2021-11-25 03:00:00
T07877,CUST0181,30.87,2021-11-25 04:00:00
T07878,CUST0288,82.2,2021-11-25 05:00:00
T07879,CUST0322,22.56,2021-11-25 06:00:00
T07880,CUST0187,97.69,2021-11-25 07:00:00
T07881,CUST0372,87.06,2021-11-25 08:00:00
T07882,CUST0138,4.09,2021-11-25 09:00:00
T07883,CUST0130,43.69,2021-11-25 10:00:00
T07884,CUST0194,51.08,2021-11-25 11:00:00
T07885,CUST0316,0.04,2021-11-25 12:00:00
T07886,CUST0472,195.4,2021-11-25 13:00:00
T07887,CUST0273,26.09,2021-11-25 14:00:00
T07888,CUST0352,36.42,2021-11-25 15:00:00
T07889,CUST0144,10.83,2021-11-25 16:00:00
T07890,CUST0016,47.2,2021-11-25 17:00:00
T07891,CUST0302,83.2,2021-11-25 18:00:00
T07892,CUST0423,44.08,2021-11-25 19:00:00
T07893,CUST0245,77.57,2021-11-25 20:00:00
T07894,CUST0415,65.67,2021-11-25 21:00:00
T07895,CUST0107,13.57,2021-11-25 22:00:00
T07896,CUST0088,28.62,2021-11-25 23:00:00
T07897,CUST0129,8.05,2021-11-26 00:00:00
T07898,CUST0395,2.14,2021-11-26 01:00:00
T07899,CUST0375,3.26,2021-11-26 02:00:00
T07900,CUST0341,142.8,2021-11-26 03:00:00
T07901,CUST0004,208.47,2021-11-26 04:00:00
T07902,CUST0327,4.99,2021-11-26 05:00:00
T07903,CUST0410,20.41,2021-11-26 06:00:00
T07904,CUST0367,6.08,2021-11-26 07:00:00
T07905,CUST0306,89.86,2021-11-26 08:00:00
T07906,CUST0396,34.29,2021-11-26 09:00:00
T07907,CUST0095,48.55,2021-11-26 10:00:00
T07908,CUST0209,38.82,2021-11-26 11:00:00
T07909,CUST0225,61.94,2021-11-26 12:00:00
T07910,CUST0459,19.22,2021-11-26 13:00:00
T07911,CUST0348,7.4,2021-11-26 14:00:00
T07912,CUST0480,0.89,2021-11-26 15:00:00
T07913,CUST0321,29.5,2021-11-26 16:00:00
T07914,CUST0047,119.21,2021-11-26 17:00:00
T07915,CUST0476,18.21,2021-11-26 18:00:00
T07916,CUST0181,10.91,2021-11-26 19:00:00
T07917,CUST0106,130.21,2021-11-26 20:00:00
T07918,CUST0199,5.57,2021-11-26 21:00:00
T07919,CUST0386,2.66,2021-11-26 22:00:00
T07920,CUST0106,105.77,2021-11-26 23:00:00
T07921,CUST0280,60.35,2021-11-27 00:00:00
T07922,CUST0260,27.42,2021-11-27 01:00:00
T07923,CUST0108,69.79,2021-11-27 02:00:00
T07924,CUST0019,67.63,2021-11-27 03:00:00
T07925,CUST0410,2.04,2021-11-27 04:00:00
T07926,CUST0459,56.39,2021-11-27 05:00:00
T07927,CUST0296,51.2,2021-11-27 06:00:00
T07928,CUST0306,165.91,2021-11-27 07:00:00
T07929,CUST0171,169.99,2021-11-27 08:00:00
T07930,CUST0331,23.72,2021-11-27 09:00:00
T07931,CUST0493,44.56,2021-11-27 10:00:00
T07932,CUST0195,7.62,2021-11-27 11:00:00
T07933,CUST0012,3.44,2021-11-27 12:00:00
T07934,CUST0195,28.35,2021-11-27 13:00:00
T07935,CUST0490,58.54,2021-11-27 14:00:00
T07936,CUST0283,41.94,2021-11-27 15:00:00
T07937,CUST0369,28.08,2021-11-27 16:00:00
T07938,CUST0182,85.22,2021-11-27 17:00:00
T07939,CUST0450,79.1,2021-11-27 18:00:00
T07940,CUST0305,65.83,2021-11-27 19:00:00
T07941,CUST0144,4.01,2021-11-27 20:00:00
T07942,CUST0386,79.6,2021-11-27 21:00:00
T07943,CUST0316,125.93,2021-11-27 22:00:00
T07944,CUST0182,3.06,2021-11-27 23:00:00
T07945,CUST0030,25.68,2021-11-28 00:00:00
T07946,CUST0084,222.65,2021-11-28 01:00:00
T07947,CUST0166,45.72,2021-11-28 02:00:00
T07948,CUST0284,36.03,2021-11-28 03:00:00
T07949,CUST0281,9.77,2021-11-28 04:00:00
T07950,CUST0096,41.68,2021-11-28 05:00:00
T07951,CUST0381,28.91,2021-11-28 06:00:00
T07952,CUST0266,6.82,2021-11-28 07:00:00
T07953,CUST0444,31.21,2021-11-28 08:00:00
T07954,CUST0298,8.98,2021-11-28 09:00:00
T07955,CUST0296,65.59,2021-11-28 10:00:00
T07956,CUST0225,181.81,2021-11-28 11:00:00
T07957,CUST0333,31.7,2021-11-28 12:00:00
T07958,CUST0361,50.03,2021-11-28 13:00:00
T07959,CUST0374,28.19,2021-11-28 14:00:00
T07960,CUST0042,7.45,2021-11-28 15:00:00
T07961,CUST0303,176.26,2021-11-28 16:00:00
T07962,CUST0421,6.94,2021-11-28 17:00:00
T07963,CUST0246,5.92,2021-11-28 18:00:00
T07964,CUST0208,30.73,2021-11-28 19:00:00
T07965,CUST0237,53.78,2021-11-28 20:00:00
T07966,CUST0022,21.92,2021-11-28 21:00:00
T07967,CUST0185,10.69,2021-11-28 22:00:00
T07968,CUST0468,85.45,2021-11-28 23:00:00
T07969,CUST0242,22.56,2021-11-29 00:00:00
T07970,CUST0363,10.8,2021-11-29 01:00:00
T07971,CUST0283,22.71,2021-11-29 02:00:00
T07972,CUST0041,12.08,2021-11-29 03:00:00
T07973,CUST0336,36.64,2021-11-29 04:00:00
T07974,CUST0162,55.17,2021-11-29 05:00:00
T07975,CUST0160,80.36,2021-11-29 06:00:00
T07976,CUST0474,12.91,2021-11-29 07:00:00
T07977,CUST0089,9.13,2021-11-29 08:00:00
T07978,CUST0322,0.99,2021-11-29 09:00:00
T07979,CUST0012,12.94,2021-11-29 10:00:00
T07980,CUST0424,1.21,2021-11-29 11:00:00
T07981,CUST0073,21.19,2021-11-29 12:00:00
T07982,CUST0076,7.87,2021-11-29 13:00:00
T07983,CUST0346,43.36,2021-11-29 14:00:00
T07984,CUST0201,24.2,2021-11-29 15:00:00
T07985,CUST0010,4.91,2021-11-29 16:00:00
T07986,CUST0352,25.53,2021-11-29 17:00:00
T07987,CUST0226,11.74,2021-11-29 18:00:00
T07988,CUST0176,57.0,2021-11-29 19:00:00
T07989,CUST0276,22.66,2021-11-29 20:00:00
T07990,CUST0039,7.95,2021-11-29 21:00:00
T07991,CUST0060,21.51,2021-11-29 22:00:00
T07992,CUST0066,12.7,2021-11-29 23:00:00
T07993,CUST0321,79.43,2021-11-30 00:00:00
T07994,CUST0435,204.82,2021-11-30 01:00:00
T07995,CUST0124,1.29,2021-11-30 02:00:00
T07996,CUST0164,58.56,2021-11-30 03:00:00
T07997,CUST0408,15.32,2021-11-30 04:00:00
T07998,CUST0411,3.44,2021-11-30 05:00:00
T07999,CUST0386,0.72,2021-11-30 06:00:00
T08000,CUST0159,106.44,2021-11-30 07:00:00
T08001,CUST0057,21.82,2021-11-30 08:00:00
T08002,CUST0078,260.55,2021-11-30 09:00:00
T08003,CUST0194,29.2,2021-11-30 10:00:00
T08004,CUST0285,10.39,2021-11-30 11:00:00
T08005,CUST0015,75.06,2021-11-30 12:00:00
T08006,CUST0012,130.52,2021-11-30 13:00:00
T08007,CUST0101,84.54,2021-11-30 14:00:00
T08008,CUST0156,68.36,2021-11-30 15:00:00
T08009,CUST0340,20.38,2021-11-30 16:00:00
T08010,CUST0125,3.33,2021-11-30 17:00:00
T08011,CUST0359,11.24,2021-11-30 18:00:00
T08012,CUST0280,29.6,2021-11-30 19:00:00
T08013,CUST0405,156.41,2021-11-30 20:00:00
T08014,CUST0394,64.16,2021-11-30 21:00:00
T08015,CUST0110,88.1,2021-11-30 22:00:00
T08016,CUST0334,16.24,2021-11-30 23:00:00
T08017,CUST0357,57.57,2021-12-01 00:00:00
T08018,CUST0146,99.18,2021-12-01 01:00:00
T08019,CUST0216,32.64,2021-12-01 02:00:00
T08020,CUST0398,28.1,2021-12-01 03:00:00
T08021,CUST0162,63.54,2021-12-01 04:00:00
T08022,CUST0128,41.04,2021-12-01 05:00:00
T08023,CUST0314,249.33,2021-12-01 06:00:00
T08024,CUST0332,27.68,2021-12-01 07:00:00
T08025,CUST0150,9.68,2021-12-01 08:00:00
T08026,CUST0454,31.93,2021-12-01 09:00:00
T08027,CUST0036,13.41,2021-12-01 10:00:00
T08028,CUST0173,41.19,2021-12-01 11:00:00
T08029,CUST0420,6.72,2021-12-01 12:00:00
T08030,CUST0022,149.76,2021-12-01 13:00:00
T08031,CUST0206,98.24,2021-12-01 14:00:00
T08032,CUST0127,8.45,2021-12-01 15:00:00
T08033,CUST0336,9.46,2021-12-01 16:00:00
T08034,CUST0445,35.92,2021-12-01 17:00:00
T08035,CUST0356,74.11,2021-12-01 18:00:00
T08036,CUST0440,12.36,2021-12-01 19:00:00
T08037,CUST0217,3.15,2021-12-01 20:00:00
T08038,CUST0096,39.43,2021-12-01 21:00:00
T08039,CUST0417,58.82,2021-12-01 22:00:00
T08040,CUST0429,14.01,2021-12-01 23:00:00
T08041,CUST0164,67.31,2021-12-02 00:00:00
T08042,CUST0148,150.43,2021-12-02 01:00:00
T08043,CUST0018,7.37,2021-12-02 02:00:00
T08044,CUST0294,35.77,2021-12-02 03:00:00
T08045,CUST0195,2.93,2021-12-02 04:00:00
T08046,CUST0151,11.58,2021-12-02 05:00:00
T08047,CUST0480,4.71,2021-12-02 06:00:00
T08048,CUST0365,25.88,2021-12-02 07:00:00
T08049,CUST0123,85.97,2021-12-02 08:00:00
T08050,CUST0400,43.03,2021-12-02 09:00:00
T08051,CUST0187,12.59,2021-12-02 10:00:00
T08052,CUST0453,2.05,2021-12-02 11:00:00
T08053,CUST0452,40.3,2021-12-02 12:00:00
T08054,CUST0149,7.12,2021-12-02 13:00:00
T08055,CUST0104,20.98,2021-12-02 14:00:00
T08056,CUST0243,35.69,2021-12-02 15:00:00
T08057,CUST0462,117.03,2021-12-02 16:00:00
T08058,CUST0231,4.27,2021-12-02 17:00:00
T08059,CUST0479,55.22,2021-12-02 18:00:00
T08060,CUST0206,0.71,2021-12-02 19:00:00
T08061,CUST0198,49.7,2021-12-02 20:00:00
T08062,CUST0396,40.1,2021-12-02 21:00:00
T08063,CUST0400,83.53,2021-12-02 22:00:00
T08064,CUST0337,37.93,2021-12-02 23:00:00
T08065,CUST0493,21.74,2021-12-03 00:00:00
T08066,CUST0087,13.9,2021-12-03 01:00:00
T08067,CUST0142,4.46,2021-12-03 02:00:00
T08068,CUST0317,38.24,2021-12-03 03:00:00
T08069,CUST0199,109.61,2021-12-03 04:00:00
T08070,CUST0046,36.15,2021-12-03 05:00:00
T08071,CUST0288,67.18,2021-12-03 06:00:00
T08072,CUST0015,17.72,2021-12-03 07:00:00
T08073,CUST0044,29.72,2021-12-03 08:00:00
T08074,CUST0401,19.62,2021-12-03 09:00:00
T08075,CUST0169,5.79,2021-12-03 10:00:00
T08076,CUST0310,26.98,2021-12-03 11:00:00
T08077,CUST0495,72.26,2021-12-03 12:00:00
T08078,CUST0044,25.12,2021-12-03 13:00:00
T08079,CUST0098,52.52,2021-12-03 14:00:00
T08080,CUST0261,71.07,2021-12-03 15:00:00
T08081,CUST0109,19.48,2021-12-03 16:00:00
T08082,CUST0283,79.85,2021-12-03 17:00:00
T08083,CUST0372,20.69,2021-12-03 18:00:00
T08084,CUST0343,14.79,2021-12-03 19:00:00
T08085,CUST0104,12.58,2021-12-03 20:00:00
T08086,CUST0256,11.15,2021-12-03 21:00:00
T08087,CUST0379,66.8,2021-12-03 22:00:00
T08088,CUST0206,109.24,2021-12-03 23:00:00
T08089,CUST0335,13.11,2021-12-04 00:00:00
T08090,CUST0043,4.45,2021-12-04 01:00:00
T08091,CUST0353,18.83,2021-12-04 02:00:00
T08092,CUST0245,53.62,2021-12-04 03:00:00
T08093,CUST0287,22.98,2021-12-04 04:00:00
T08094,CUST0355,39.83,2021-12-04 05:00:00
T08095,CUST0273,68.19,2021-12-04 06:00:00
T08096,CUST0476,26.25,2021-12-04 07:00:00
T08097,CUST0083,404.73,2021-12-04 08:00:00
T08098,CUST0110,17.69,2021-12-04 09:00:00
T08099,CUST0438,191.4,2021-12-04 10:00:00
T08100,CUST0190,11.35,2021-12-04 11:00:00
T08101,CUST0471,5.88,2021-12-04 12:00:00
T08102,CUST0288,69.48,2021-12-04 13:00:00
T08103,CUST0424,60.59,2021-12-04 14:00:00
T08104,CUST0397,83.35,2021-12-04 15:00:00
T08105,CUST0251,21.05,2021-12-04 16:00:00
T08106,CUST0212,133.54,2021-12-04 17:00:00
T08107,CUST0291,6.36,2021-12-04 18:00:00
T08108,CUST0133,1.54,2021-12-04 19:00:00
T08109,CUST0201,17.87,2021-12-04 20:00:00
T08110,CUST0285,79.81,2021-12-04 21:00:00
T08111,CUST0326,55.89,2021-12-04 22:00:00
T08112,CUST0409,28.65,2021-12-04 23:00:00
T08113,CUST0095,14.8,2021-12-05 00:00:00
T08114,CUST0278,3.06,2021-12-05 01:00:00
T08115,CUST0450,20.59,2021-12-05 02:00:00
T08116,CUST0429,30.81,2021-12-05 03:00:00
T08117,CUST0325,58.08,2021-12-05 04:00:00
T08118,CUST0219,51.92,2021-12-05 05:00:00
T08119,CUST0089,147.2,2021-12-05 06:00:00
T08120,CUST0072,5.29,2021-12-05 07:00:00
T08121,CUST0247,20.5,2021-12-05 08:00:00
T08122,CUST0129,32.85,2021-12-05 09:00:00
T08123,CUST0212,55.54,2021-12-05 10:00:00
T08124,CUST0428,34.2,2021-12-05 11:00:00
T08125,CUST0343,121.95,2021-12-05 12:00:00
T08126,CUST0096,46.91,2021-12-05 13:00:00
T08127,CUST0075,2.02,2021-12-05 14:00:00
T08128,CUST0423,6.03,2021-12-05 15:00:00
T08129,CUST0495,70.02,2021-12-05 16:00:00
T08130,CUST0054,62.9,2021-12-05 17:00:00
T08131,CUST0344,8.33,2021-12-05 18:00:00
T08132,CUST0459,3.04,2021-12-05 19:00:00
T08133,CUST0413,43.22,2021-12-05 20:00:00
T08134,CUST0054,50.49,2021-12-05 21:00:00
T08135,CUST0218,7.27,2021-12-05 22:00:00
T08136,CUST0016,32.09,2021-12-05 23:00:00
T08137,CUST0099,18.25,2021-12-06 00:00:00
T08138,CUST0020,133.9,2021-12-06 01:00:00
T08139,CUST0046,12.37,2021-12-06 02:00:00
T08140,CUST0451,66.07,2021-12-06 03:00:00
T08141,CUST0193,36.5,2021-12-06 04:00:00
T08142,CUST0383,0.58,2021-12-06 05:00:00
T08143,CUST0058,36.39,2021-12-06 06:00:00
T08144,CUST0437,5.24,2021-12-06 07:00:00
T08145,CUST0111,53.8,2021-12-06 08:00:00
T08146,CUST0129,41.68,2021-12-06 09:00:00
T08147,CUST0337,0.52,2021-12-06 10:00:00
T08148,CUST0194,11.45,2021-12-06 11:00:00
T08149,CUST0413,74.86,2021-12-06 12:00:00
T08150,CUST0340,16.13,2021-12-06 13:00:00
T08151,CUST0326,34.59,2021-12-06 14:00:00
T08152,CUST0008,18.7,2021-12-06 15:00:00
T08153,CUST0029,127.25,2021-12-06 16:00:00
T08154,CUST0112,38.46,2021-12-06 17:00:00
T08155,CUST0435,59.56,2021-12-06 18:00:00
T08156,CUST0161,4.36,2021-12-06 19:00:00
T08157,CUST0131,2.06,2021-12-06 20:00:00
T08158,CUST0188,15.0,2021-12-06 21:00:00
T08159,CUST0163,18.49,2021-12-06 22:00:00
T08160,CUST0197,58.19,2021-12-06 23:00:00
T08161,CUST0475,42.1,2021-12-07 00:00:00
T08162,CUST0364,23.47,2021-12-07 01:00:00
T08163,CUST0204,53.08,2021-12-07 02:00:00
T08164,CUST0212,8.93,2021-12-07 03:00:00
T08165,CUST0109,3.28,2021-12-07 04:00:00
T08166,CUST0276,96.38,2021-12-07 05:00:00
T08167,CUST0073,41.5,2021-12-07 06:00:00
T08168,CUST0167,52.36,2021-12-07 07:00:00
T08169,CUST0260,18.35,2021-12-07 08:00:00
T08170,CUST0243,23.26,2021-12-07 09:00:00
T08171,CUST0275,4.3,2021-12-07 10:00:00
T08172,CUST0102,97.24,2021-12-07 11:00:00
T08173,CUST0475,44.88,2021-12-07 12:00:00
T08174,CUST0173,4.37,2021-12-07 13:00:00
T08175,CUST0171,81.62,2021-12-07 14:00:00
T08176,CUST0141,29.36,2021-12-07 15:00:00
T08177,CUST0397,72.43,2021-12-07 16:00:00
T08178,CUST0188,0.64,2021-12-07 17:00:00
T08179,CUST0441,1.46,2021-12-07 18:00:00
T08180,CUST0086,9.36,2021-12-07 19:00:00
T08181,CUST0476,11.84,2021-12-07 20:00:00
T08182,CUST0052,72.19,2021-12-07 21:00:00
T08183,CUST0111,61.33,2021-12-07 22:00:00
T08184,CUST0437,47.87,2021-12-07 23:00:00
T08185,CUST0365,108.08,2021-12-08 00:00:00
T08186,CUST0342,14.19,2021-12-08 01:00:00
T08187,CUST0043,117.38,2021-12-08 02:00:00
T08188,CUST0211,120.1,2021-12-08 03:00:00
T08189,CUST0456,28.48,2021-12-08 04:00:00
T08190,CUST0500,4.96,2021-12-08 05:00:00
T08191,CUST0200,64.83,2021-12-08 06:00:00
T08192,CUST0298,20.54,2021-12-08 07:00:00
T08193,CUST0346,79.22,2021-12-08 08:00:00
T08194,CUST0240,8.94,2021-12-08 09:00:00
T08195,CUST0115,38.77,2021-12-08 10:00:00
T08196,CUST0026,35.47,2021-12-08 11:00:00
T08197,CUST0407,5.29,2021-12-08 12:00:00
T08198,CUST0299,22.58,2021-12-08 13:00:00
T08199,CUST0077,4.43,2021-12-08 14:00:00
T08200,CUST0412,31.25,2021-12-08 15:00:00
T08201,CUST0137,92.55,2021-12-08 16:00:00
T08202,CUST0020,15.75,2021-12-08 17:00:00
T08203,CUST0440,72.38,2021-12-08 18:00:00
T08204,CUST0211,10.13,2021-12-08 19:00:00
T08205,CUST0240,56.0,2021-12-08 20:00:00
T08206,CUST0039,123.57,2021-12-08 21:00:00
T08207,CUST0435,19.57,2021-12-08 22:00:00
T08208,CUST0268,115.34,2021-12-08 23:00:00
T08209,CUST0207,35.2,2021-12-09 00:00:00
T08210,CUST0479,19.05,2021-12-09 01:00:00
T08211,CUST0439,113.41,2021-12-09 02:00:00
T08212,CUST0462,1.63,2021-12-09 03:00:00
T08213,CUST0267,1.42,2021-12-09 04:00:00
T08214,CUST0154,45.79,2021-12-09 05:00:00
T08215,CUST0042,79.67,2021-12-09 06:00:00
T08216,CUST0411,69.62,2021-12-09 07:00:00
T08217,CUST0011,4.14,2021-12-09 08:00:00
T08218,CUST0294,150.04,2021-12-09 09:00:00
T08219,CUST0098,60.71,2021-12-09 10:00:00
T08220,CUST0427,148.91,2021-12-09 11:00:00
T08221,CUST0275,19.96,2021-12-09 12:00:00
T08222,CUST0448,59.2,2021-12-09 13:00:00
T08223,CUST0390,98.28,2021-12-09 14:00:00
T08224,CUST0430,23.94,2021-12-09 15:00:00
T08225,CUST0372,167.42,2021-12-09 16:00:00
